Unnamed: 0,Modifiedgpt4o-onmini
3134,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**PROFESSIONAL EXPERIENCE**  

**Bitbay.Market**  
*Project Manager*  
01/2018 - 06/2018 | Kharkiv  
- Contributed to free-to-use, multi-platform applications, including a fully-functional Decentralized Marketplace.  
- Delivered MVP two weeks early, facilitating a post-MVP investment of over $1 million.  
- Utilized Agile methodologies: Scrum, Kanban, Lean, XP, and Waterfall.  
- Managed project management office activities including briefs, estimation, planning, and reporting.  
- Oversaw risk and resource management.  
- Demonstrated strong touch typing skills.  

**Sensorama Lab**  
*Project Manager/Scrum Master*  
07/2018 - 06/2028 | Kiev  
- Applies agile methodologies to manage sprint planning, stand-ups, reviews, and retrospectives.  
- Collaborated with the Product Owner to define and communicate the roadmap across the organization.  
- Created project documentation, including briefs, estimations, and plans.  
- Translated discussions into user stories, epics, and tasks for the product backlog.  
- Focused on delivering value on a regular schedule while maintaining documentation and status updates.  
- Prioritized and refined the product backlog to avoid specification ambiguity.  
- Worked with leadership to implement team workflow improvements.  
- Defined agile metrics and communicated team performance.  

**Maybe.Works**  
*Project Manager*  
01/2017 - 06/2018 | Kharkiv  
- Led a multi-disciplinary team through the project lifecycle using Agile methodologies.  
- Served as the main client contact, building strong relationships for project communication.  
- Managed schedules, user stories, risk plans, scope and budget tracking to meet milestones.  
- Coordinated with external partners, managing requirements and progress for external teams.  
- Reviewed contracts and authored change orders as necessary.  

---

**SKILLS**  
- Agile Methodologies: Scrum, Kanban, Lean, XP  
- Waterfall  
- Project Management Office Activities  
- Project Planning and Management  
- Risk and Resource Management  
- Documentation and Reporting  
- Touch Typing  
"
3135,"Certified SAFe® 5 Agilist

Completed Product Owner Mentoring Program hosted by Pentalog  
Endava, December 2021 — Present  

**Agile Project Manager**  

**FinTech & Banking Project**  
- Delivered the primary segment of the annual product roadmap punctually and within budget constraints.  
- Mitigated scope creep and adeptly managed dependencies with third-party vendors.  
- Cultivated a reliable and transparent environment through effective communication and stakeholder management.  

**Data Centre to AWS Migration Project**  
- Developed a comprehensive roadmap for the Discovery and Migration Strategy.  
- Facilitated the Discovery phase, including planning for communication and workshops.  
- Oversaw resource management, team ramp-up, and onboarding processes.  

**Key IVR, March 2020 — November 2021**  

**Technical Project Manager**  
- Successfully delivered over 15 projects on time and within budget.  
- Demonstrated expert knowledge of key International Gateways (Barclays EPDQ, WorldPay, Global Payments).  
- Conducted high-level technical specifications reviews.  

**Zeroqode, March 2019 — March 2020**  

**Project / Product Manager**  
- Enhanced backlog health by establishing Definition of Ready (DoR) and Definition of Done (DoD), improving estimation accuracy.  
- Developed a new landing page for a company product, optimizing metrics and customer behavior tracking, which led to a 10% increase in conversion and CPA reduction.  
- Implemented a growth-hacking strategy that attracted 15% new clients with various subscription plans.  
- Carried out customer development activities through direct communication and survey creation.  

**Enticon.app, December 2018 - February 2019**  

**Project Manager**  
- Configured the workflow for the first Kanban development team.  
- Decomposed technical assignments into manageable tasks.  
- Established and managed the onboarding process for new team members.  
- Provided reporting to C-Level management.  

**EBS Integrator, September 2018 - December 2019**  

**Project Manager**  
- Created a comprehensive project plan for a Fixed Price project, addressing scope, time, cost, quality, HR, communication, and RAID management.  
- Monitored key project metrics.  
- Facilitated communication through weekly client reports and leading demo sessions.  

**GoSocial, February 2018 - September 2018**  

**Project Manager**  
- Successfully delivered two web projects within budget and on schedule.  
- Managed both in-house and outsourced development teams.  
- Collaborated with internal departments (Design, SMM) to meet post-launch goals.  

**Opportunities for Professional Growth and Development**  
- Part of a collaborative and supportive work culture that values teamwork, open communication, and mutual support.  
- Provided with competitive compensation and benefits.  
- Supported in maintaining work-life balance.  
"
3136,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Dynamic IT professional with over 14 years of experience, transitioning from web development to project management. Proven ability to build and lead successful teams in challenging environments. Strong expertise in people management and Scrum methodologies, with a track record of delivering impactful projects.

**Professional Experience**  

**Project Manager**  
[Your Company Name]  
[City, State]  
[Month, Year] – Present  
- Lead and manage diverse teams of 2 to 24 developers, ensuring the successful delivery of web, data-driven, and mobile applications.  
- Cultivate a collaborative team environment emphasizing effective communication and team dynamics.  
- Implement Scrum methodologies to enhance productivity and project outcomes.  
- Oversee project timelines, budgets, and resource allocation for mid-sized project teams of approximately 18 members.  

**Web Developer**  
[Your Previous Company Name]  
[City, State]  
[Month, Year] – [Month, Year]  
- Developed and maintained web applications, contributing to projects aimed at enhancing user experience and functionality.  
- Collaborated with cross-functional teams to gather requirements, ensuring the delivery of high-quality software solutions.  

**Education**  
[Your Degree]  
[Your University]  
[City, State]  
[Year of Graduation]  

**Skills**  
- Project Management  
- Team Leadership  
- Scrum Methodology  
- Web Development  
- Data-Driven Applications  
- Mobile Application Development  

**Professional Goals**  
Driven to work on projects that have a positive global impact."
3137,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Agile Project Manager with extensive experience in implementing Agile methodologies across multiple teams. Expertise in project delivery, crisis management, and process development in fintech, health, e-commerce, social networks, and education sectors. Skilled at fostering collaborative environments and enhancing processes for improved quality and efficiency.

**Professional Experience**  

**Agile Project Manager**  
[Your Current Company]  
[City, State]  
[Month, Year] – Present  
- Built and implemented Agile practices across 14 teams, establishing Scrum from scratch in 5 teams.  
- Managed over 100 successful production releases.  
- Led a team through crisis management to consistent monthly releases.  
- Developed processes from ideation through to release.  
- Managed scope, release, people, risk, quality, and stakeholders, ensuring successful delivery.  
- Worked on process standards and culture development within teams.  
- Conducted PM interviews and assessed tech specialists.  
- Coordinated design and development teams.  
- Experienced in Scrum, Kanban, Nexus; familiar with SAFe.

**Previous Roles**  
- Product Owner and Scrum Master, [Previous Company Name]  
  - Built and maintained Scrum practices across teams.  
  - Enhanced team collaboration and project outcomes.

**Skills**  
- Agile Methodologies: Scrum, Kanban, Nexus, SAFe  
- Project Management  
- Crisis Management  
- Process Development  
- Stakeholder Management  
- Team Coordination  
- Interviewing and Talent Assessment  

**Education**  
[Your Degree]  
[Your University]  
[City, State]  
[Year of Graduation]  

**Certifications**  
- [Relevant Certification]  
- [Relevant Certification]  

**Work Preferences**  
Seeking a product company with a flexible work environment to contribute to process creation and decision-making for enhanced development quality, speed, and transparency."
3138,"Karine

[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  

**Professional Summary**  
Results-driven project manager with 3 years of experience enhancing project outcomes by reducing inefficiencies and aligning team efforts with client objectives. Skilled at collaborating with software development teams and advising senior management on the adoption of Scrum and Agile methodologies.

**Experience**  

**Project Manager**  
[Your Company Name]  
[City, State]  
[Month, Year] – Present  
- Directed project management strategies, prioritizing efficiency and client satisfaction.  
- Worked in partnership with software development teams to ensure project goals were met.  
- Guided upper management in applying Scrum and Agile principles organization-wide.  
- Optimized the Jira environment, including components and swimlanes, to improve team productivity.  
- Assisted developers in effectively utilizing the management platform.

**Skills**  
- Project Management  
- Agile Methodologies  
- Scrum Implementation  
- Jira Administration  
- Team Collaboration  
- Coaching and Mentoring  

**Availability**  
Available for contact Monday to Friday, GMT+4 time zone.  

Thank you for considering my application.  

Best regards,  
Karine. "
3139,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**Certificates**  
- Certified Scrum Master (issued by SAFe)  
- Soft Skills and Project Management Certification (issued by ITEA)  

---

**Professional Experience**  

**Project Manager**  
[Your Company Name]  
[City, State]  
[Month, Year] – Present  

- Led the completion of a comprehensive financial analysis web solution while managing two major and three minor projects concurrently.  
- Instrumental in introducing and implementing the IT Project Management Process utilizing Scrum methodology.  
- Earned commendations from clients for exemplary project delivery and quality standards.  
- Enhanced project management practice by undertaking the “PMP Exam Preparation” course.  

**Core Responsibilities**  
- Directed full lifecycle web development projects, maintaining budget compliance.  
- Executed project discovery to establish scope and objectives.  
- Orchestrated timely and high-quality product releases, aligning with project timelines.  
- Facilitated Scrum ceremonies including stand-ups, retrospectives, estimations, and sprint planning.  
- Strategically planned sprints, created tasks in Jira and Confluence, and performed effective time tracking.  
- Fostered a constructive work environment by nurturing team growth and assessing team performance.  
- Coordinated with remote teams to achieve project objectives successfully.  
- Took on the role of Scrum Master for a 19-member team.  
- Composed detailed Project Status Reports (PSRs) to provide comprehensive insights into project progression.  

---

**Career Objectives**  
Aspiring to engage in challenging projects, work with a collaborative team, and continue personal and professional development."
3140,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**Professional Summary**  
Certified Scrum Master with over four years of experience in the game industry, known for expertise in Scrum Master, Scrum Coach, Project Manager, and Group Manager roles. Demonstrated ability to scale Agile practices, enhance team growth, and drive continuous improvement.

---

**Professional Experience**  

**[Your Most Recent Job Title]**  
[Your Most Recent Company] - [Location]  
[Month, Year] – Present  

- Expanded company department from 10 to 40 employees.
- Successfully integrated Agile values and principles across a team exceeding 40 individuals.
- Enhanced business and product value delivery using scaled Agile practices and tools.
- Advanced a culture of quality with a zero defects approach across multiple teams.
- Managed personnel development within a matrix organizational structure and oversaw HR processes within teams.
- Led company-wide continuous improvement in process and engineering practices.
- Oversaw day-to-day operations of distributed teams in Kiev, Kharkov, and Dnipro, totaling over 20 members.
- Supported and guided teams in evolving into self-organized Scrum teams capable of plan execution and commitment fulfillment.
- Mentored Scrum Masters in facilitating team ceremonies, including sprint planning, demos, and retrospectives, and in release planning and risk management.
- Measured team performance against goals to ensure alignment with company objectives.

---

**Education**  
[Your Degree]  
[Your University] - [Location]  
[Year of Graduation]  

---

**Certifications**  
- Certified Scrum Master (CSM)  
- Management 3.0  

---

**Skills**  
- Agile Methodologies  
- Scrum Framework  
- Project Management  
- Team Leadership  
- Continuous Improvement  
- Performance Measurement  
- Risk Management  
- Coaching and Mentoring  

---

**Objective**  
Aspiring to find a role that fully utilizes my skills and offers the opportunity to deliver outstanding results."
3141,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

**Professional Summary**  
Dynamic project manager with over 5 years of expertise in agile methodologies for iOS, Android, and web development. Known for the ability to effectively partner with diverse global teams to deliver cutting-edge projects and elevate user experiences.

**Experience**  

**Project Manager**  
[Your Company Name] - [City, State]  
[Month, Year] – Present 
- Drive agile project management for mobile and web platforms.  
- Work closely with cross-functional teams to consistently achieve project milestones and high-quality standards.  
- Cultivate an environment that champions continuous improvement and innovation.  

**Key Achievements**  
- Successfully handled several projects simultaneously, leading to increased efficiency and superior project outcomes.  
- Established and maintained strong relationships with global team members and stakeholders, improving collaboration and communication.  

**Skills**  
- Agile Project Management  
- Cross-Functional Team Collaboration  
- Mobile and Web Development  
- Problem Solving  
- Effective Communication  

**Education**  
[Your Degree]  
[Your University] - [City, State]  
[Year of Graduation]  

**Certifications**  
[Relevant Certification]  
[Year Obtained]  

**Languages**  
[Language 1] (Proficiency)  
[Language 2] (Proficiency)  "
3142,"Pacto Systems, Ltd, UK  
Scrum Master/Agile Project Manager  
08/2017 – Present  

- Implement Agile values and principles to enhance daily operations.
- Conduct daily standups, sprint planning, reviews, and retrospectives.
- Organize Agile teams to foster cultural shifts towards Agile practices.
- Track team velocity and performance metrics for improvement.
- Remove impediments to ensure sprint goals are met.
- Conduct R&D related to industry practices and maintain client relationships.
- Elicit, elaborate, and document requirements.
- Investigate and resolve data discrepancies.
- Facilitate and coordinate client demos.
- Identify and document relationships between datasets.
- Model solutions to align with business needs.
- Produce BRDs based on meetings with business representatives.
- Ensure requirements match business needs and obtain stakeholder approval.
- Identify change needs during client discussions and update backlogs.
- Analyze processes and business impacts to find improvement opportunities.
- Ensure adherence to policies, standards, and best practices.
- Analyze and evaluate processes, products, and services for optimization.

Tungus, LLC, Clermont, FL, USA  
Agile Project Manager  
10/2015 – 10/2017  

- Established company operations, automated processes, and managed daily tasks.
- Collaborated with clients, coached, and motivated the team.
- Ensured team resources were sufficient for effective operations.
- Managed team effectively, providing feedback and advice to the project team.

Job Search Objective  

I am seeking a position aligned with my skills and interests, valuing a workplace that acknowledges professionalism and respect. I believe in fostering a positive organizational culture, contributing to a happy and productive environment. I aim to join a company that shares these values."
3143,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**PROFESSIONAL SUMMARY**  
Dynamic project manager and scrum master with comprehensive experience in IT, specializing in quality assurance, business analysis, and project leadership.

---

**EXPERIENCE**  

**Project Manager / Scrum Master**  
[Your Company Name] - [City, State]  
[Month, Year] – Present  
- Lead and coach agile teams, leveraging over 5 years of experience to enhance team performance and delivery.  
- Oversee quality assurance and test automation with more than 3 years of dedicated expertise.  
- Utilize SDLC and CI tools like Jira, Confluence, and Jenkins to streamline project workflows.  
- Implement Agile methodologies, including Scrum, Kanban, and the Scaled Agile Framework, to improve project outcomes.  
- Develop and customize development and QA processes, ensuring effective Scrum and Kanban ceremonies.  
- Scale agile practices across multiple teams, coordinating efforts for up to 100 individuals and fostering cross-team communication.  
- Manage recruitment, onboarding, and personal development planning for team members.

---

**SKILLS**  
- Agile Methodologies: Scrum, Kanban, Scaled Agile Framework  
- Project Management  
- Quality Assurance and Test Automation  
- SDLC and CI Tools: Jira, Confluence, Jenkins  
- Team Leadership and Coaching  
- Process Development and Implementation  

---

**PHILOSOPHY**  
Advocate for less bureaucracy, more agility, and common sense in project management. Committed to prioritizing product quality within the organization."
3144,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**Professional Summary**  
Dynamic Agile Team Leader with a wealth of experience in facilitating Scrum processes and enhancing team performance. Highly skilled in project planning, estimation, and risk assessment, ensuring seamless communication with stakeholders.

---

**Professional Experience**  

**Agile Team Leader**  
[Your Company Name] - [City, State]  
[Month, Year] – Present  

- Established and led an Agile team, creating a collaborative and productive environment.
- Facilitated daily Scrum, sprint planning, sprint demo, and retrospective meetings for continuous improvement.
- Coached team members on Scrum methodologies, enhancing their Agile understanding and application.
- Presented demo sessions to clients, gathering feedback for future iterations and showcasing progress.
- Led project planning and estimation processes, ensuring accurate timelines and resource allocation.
- Onboarded new team members, providing guidance for effective integration during project execution.
- Assisted the Product Owner in creating and prioritizing product backlogs, following user story templates.
- Identified and removed impediments, promoting smooth workflow and productivity.
- Conducted risk assessments to mitigate potential project challenges.
- Analyzed user stories to ensure alignment with project goals and client expectations.
- Mentored new team members, fostering professional growth and team integration.

---

**Skills**  
- Agile Methodologies  
- Scrum Facilitation  
- Project Planning and Estimation  
- Risk Assessment and Management  
- User Story Analysis  
- Team Coaching and Mentoring  
- Client Communication  
- Problem Solving  

---

**Education**  
[Your Degree]  
[Your University] - [City, State]  
[Year of Graduation]  

---

**Certifications**  
- [Relevant Certification]  
- [Relevant Certification]  

---

**Languages**  
- [Language 1]  
- [Language 2]  

---

**Interests**  
- Complex Problem-Solving  
- Professional Development  
- Convenient Office Locations Near Public Transport  "
3145,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Summary**  
Accomplished senior executive with over a decade of experience in the high-tech sector. Skilled in driving change and executing business improvements to enhance revenue and streamline operations. Dedicated to maximizing profits through comprehensive business strategies.

**Professional Experience**  

**Chief Technology Officer (CTO)**  
Agrifinance.io  
[Month, Year] – Present  
- Initiated and grew Agrifinance.io from concept to a successful product.

**Head of Project Management Office (PMO)**  
Minexsystems.com  
[Month, Year] – [Month, Year]  
- Assembled a team and pioneered the establishment of the world's first crypto-bank.

**Senior Project Manager**  
Prozorro.sale  
[Month, Year] – [Month, Year]  
- Led the creation and development of several small-scale projects in a state reformatory startup.

**Certifications**  
- Certified Project Manager, TUV Rheinland Academy, Cologne, Germany  
- Certified Specialist in ISO 9001, Cologne, Germany  

**Skills**  
- Project Management Professional Certification (TUV Rheinland)  
- Scrum Master Expertise  
- Management of Teams (up to 160 technical personnel)  
- Contract Management (Fixed Price and Time & Material)  
- Proficient in Methodologies: Scrum, Kanban, Waterfall  "
3146,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**PROFESSIONAL SUMMARY**  
Certified Scrum Master (PSM I) and Agile Project Manager (ICP-APM) with over 3 years of experience in delivering successful projects. Adept at managing projects and leading teams from concept through development life cycle to commercial launch. Dedicated to fostering an Agile culture and mindset, serving as a change agent in various environments.

---

**CERTIFICATIONS**  
- Certified Scrum Master (PSM I)  
- Certified Agile Project Manager (ICP-APM)  

---

**PROFESSIONAL EXPERIENCE**  

**Agile Project Manager**  
[Company Name] - [Location]  
[Month, Year] – Present  
- Implemented Scrum framework and Kanban methodologies across multiple teams, boosting project management efficiency.  
- Enhanced organizational structures to streamline workflow and communication.  
- Organized reports, workshops, and meetups focusing on Lean startup, Lean software development, Agile, and Scrum practices.  

**Project Manager**  
[Company Name] - [Location]  
[Month, Year] – [Month, Year]  
- Delivered projects successfully by managing teams and coordinating all project activities to surpass set targets.  
- Developed effective working processes for in-house and distributed development teams, ensuring project goals were met within time and budget constraints.  
- Cultivated a collaborative environment that inspired team members to achieve their full potential.  

---

**SKILLS**  
- Agile Methodologies (Scrum, Kanban)  
- Project Management Tools & Techniques  
- Team Leadership & Development  
- Effective Communication  
- Process Improvement  
- Workshop Facilitation  
- Change Management  

---

**EDUCATION**  
[Your Degree]  
[Your Major]  
[Your University] - [Location]  
[Year of Graduation]  

---  

**REFERENCES**  
Available upon request."
3147,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**PROFESSIONAL SUMMARY**  
Dynamic and results-oriented professional with extensive experience in team building, project management, and software development within the iGaming and casino industry. Proven track record in delivering successful projects and fostering a collaborative team environment. Fluent in multiple languages with strong communication and leadership skills.

**PROFESSIONAL EXPERIENCE**  

**[Your Job Title]**  
[Your Company Name] – [Location]  
[Month, Year] – Present  

- Led the formation of IT and operational teams in Ukraine, focusing on software development and game/platform operations.
- Applied Agile/Scrum frameworks to streamline development processes and increase efficiency.
- Provided mentoring and coaching, fostering a culture of continuous improvement and professional growth.
- Launched and managed a Fantasy Sport startup as a standalone business.
- Developed and delivered casino games using Flash and HTML.
- Managed four mobile projects across iOS and Android, including business documentation and development specifications preparation.

**IT PRACTICE**  
- Agile Project Management  
- Business Analysis  
- PMBOK | BABOK  
- SCRUM | Kanban | Waterfall  
- Mobile & Web Software Development  
- iGaming & Casino Industry  

**BUSINESS COMPETENCE**  
- Startup and Business Development  
- Marketing and Sales  
- Public Speaking  
- Brand and Product Management  
- Customer Service  
- Company and People Management  
- Team Building  
- Coaching and Motivation  

**EDUCATION**  
[Your Degree]  
[Your University] – [Location]  
[Year of Graduation]  

**LANGUAGES**  
- English – Fluent  
- German – Upper-Intermediate  
- Polish – Low-Intermediate  
- Ukrainian – Native  
- Russian – Native  

**EXPECTATIONS**  
- Enterprise-level projects  
- Collaborative and supportive team environment  
- Creative, open-minded, and respectful workplace  
- New experiences and challenges  
- Opportunities for professional growth  "
3148,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Results-oriented Agile Project Manager and Scrum Master with over 12 years in software development. Expertise in enhancing project processes and implementing Agile practices effectively. Proficient in leading and mentoring teams to achieve desired business outcomes.

**Professional Experience**  

**Agile Project Manager / Scrum Master**  
[Current Company Name]  
[City, State]  
[Month, Year] – Present  
- Enhanced project processes and developed Agile best practices for project teams.  
- Led and coached teams to achieve successful results and drive business success.  

**Software Developer / Architect**  
[Previous Company Name]  
[City, State]  
[Month, Year] – [Month, Year]  
- Developed high-quality software solutions for U.S. and European clients.  
- Engaged in diverse projects utilizing expertise in C/C++.  

**Skills**  
- Strong communication, consensus building, and conflict resolution skills.  
- Rapid learner of new tools, techniques, practices, and methodologies.  
- Effective leadership with a strong ability to network.  
- Enthusiastic about problem-solving and strategic decision-making.  
- Skilled intermediary among top management, clients, and staff.  

**Languages**  
- English (fluent)  
- Russian (native)  
- Ukrainian (native)  

**Contact**  
For project collaboration opportunities, please reach out."
3149,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Dynamic Agile Project Manager and Delivery Manager with over 4 years of experience in guiding IT projects through Scrum, Kanban, Lean, and other Agile frameworks. Demonstrated expertise in implementing Kanban strategies organization-wide to foster cultural evolution that enhances productivity and aligns with human conditions. Adept at refining product development processes to boost deliverables and minimize time to market.

**Experience**  

**Agile Project Manager / Delivery Manager**  
[Your Company Name]  
[City, State]  
[Month, Year] – Present  
- Spearheaded the application of Kanban approaches, employing the Kanban Maturity Model and Evolutionary Change Model for seamless cultural transitions.  
- Doubled deliverables while slashing time to market by one third through targeted process optimization.  
- Directed cross-functional teams of over 40 FTEs and managed organizational efforts of 100+ FTEs, fostering collaboration and delivering high-caliber IT projects.  
- Enhanced product development and quality standards through effective collaboration with Scrum teams.  

**IT Professional**  
[Previous Company Name]  
[City, State]  
[Month, Year] – [Month, Year]  
- Played a key role in IT projects, utilizing Agile methods to heighten efficiency and quality.  
- Engaged with stakeholders to clarify project scope, objectives, and deliverables, ensuring alignment with business objectives.  

**Education**  
[Your Degree]  
[Your University]  
[City, State]  
[Year of Graduation]  

**Skills**  
- Agile Methodologies: Scrum, Kanban, Lean  
- Project Management  
- Team Leadership  
- Process Optimization  
- Cross-Functional Collaboration  
- Time Management  
- Communication  

**Career Objective**  
Eager to pursue new opportunities to apply my Agile project management expertise to assist organizations in achieving their objectives and improving operational effectiveness."
3150,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Delivery Manager and Scrum Master with extensive experience in FinTech and Healthcare. Skilled in leading cross-functional teams and managing complex projects with a focus on enhancing team performance and satisfaction.

**Professional Experience**  

**Delivery Manager / Scrum Master**  
[Company Name] – [Location]  
[Month, Year] – Present  

- Managed and coached three Scrum Teams with over 40 members.
- Established and implemented Release Management processes across multiple domains.
- Developed comprehensive processes for requirements gathering and implementation.
- Conducted Q-planning to ensure project alignment with objectives.
- Implemented performance metrics to enhance team accountability.
- Achieved a team feedback satisfaction score of 4.9 out of 5.
- Led 25+ team members across various environments for effective project delivery.
- Managed projects with a monthly budget of $100-150K.

**Scrum Master Responsibilities**  
- Led cross-functional teams for project success.
- Established peopleware practices to foster team engagement.
- Facilitated Agile ceremonies including backlog refinements and retrospectives.
- Set up delivery processes and organized iteration demos.
- Enhanced communication between development team and product owner.
- Conducted Scrum Workshops to promote Agile practices.

**Project Manager Responsibilities**  
- Executed development plans ensuring alignment with goals and timelines.
- Managed change requests and risks effectively.
- Maintained a Risk Register and developed Mitigation plans.
- Reported progress and communicated changes to stakeholders.
- Analyzed requirements through interviews and user story mapping.

**Education**  
[Your Degree]  
[Your University] – [Location]  
[Year of Graduation]  

**Certifications**  
- Certified ScrumMaster (CSM)  
- [Any other relevant certifications]  

**Skills**  
- Agile Methodologies  
- Scrum Framework  
- Project Management  
- Team Leadership  
- Requirements Gathering  
- Risk Management  
- Performance Metrics  
- Stakeholder Communication  "
3153,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
IT professional with over 11 years of experience, including more than 7 years in Agile project management. Demonstrated success in leading teams and delivering projects using Scrum and Kanban methodologies. Dedicated to continuous improvement through ongoing training and development.

**Core Competencies**  
- Agile Methodologies  
- Scrum  
- Kanban  
- Project Management  
- JIRA  
- Risk Management  
- Conflict Management  
- Change Management  
- Team Building  
- Motivation  
- Applications Deployment  

**Professional Experience**  
[Your Job Title]  
[Your Company Name]  
[City, State]  
[Month, Year] – Present  
- Spearheaded Agile project management initiatives, creating a collaborative team environment.  
- Deployed Scrum and Kanban processes, boosting team productivity and delivery efficiency.  
- Managed project risks and conflicts, resolving issues promptly to maintain stakeholder satisfaction.  
- Led team building and motivation activities, nurturing a positive work culture.  
- Directed applications deployment, ensuring alignment with project milestones.  

**Education**  
[Your Degree]  
[Your University]  
[City, State]  
[Year of Graduation]  

**Certifications**  
- [Relevant Certification]  
- [Relevant Certification]  

**Interests**  
Enthusiastic about supporting career development and thriving in dynamic, challenge-rich environments with a friendly atmosphere."
3155,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

**Professional Summary**  
Results-driven professional with extensive experience in Agile transformation and project management. Proven ability to lead multiple teams and manage complex projects effectively, while ensuring alignment with organizational goals.

**Experience**  

**Scrum Master**  
[Your Company Name] - [Location]  
[Month, Year] – Present  
- Spearheaded Agile transformation across an organization with over 50 team members, fostering a culture of continuous improvement.  
- Effectively managed 5 Scrum teams simultaneously, ensuring adherence to Agile principles and practices for optimal performance.  
- Directed project management activities following PMBOK guidelines, consistently delivering projects on time and within scope.

**Education**  
[Your Degree]  
[Your University] - [Location]  
[Year of Graduation]  

**Certifications**  
- [Relevant Certification]  
- [Relevant Certification]  

**Skills**  
- Agile Methodologies  
- Scrum Framework  
- Project Management (PMBOK)  
- Team Leadership  
- Communication Skills  "
3156,"Collaborated with multiple teams to enhance efficiency, foster self-management, and reduce dependencies, focusing on delivering increments by the end of each sprint. Improved readiness criteria, removed obstacles, and ensured Scrum events were positive and productive.

Partnered with Product Owners to define product and sprint goals, manage the Product Backlog, and prepare for planning sessions. Promoted effective communication and engagement with stakeholders.

Guided the organization in adopting agile methodologies for software development, implementing best practices, and adapting tools as needed. Optimized and maintained processes to improve workflow, strengthened team relationships, supported recruitment efforts, and facilitated interdepartmental collaboration by removing obstacles and promoting cooperation."
3157,"Gulnar Abasova  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  

**Objective**  
Motivated professional pursuing a Master's in International Project Management at Vilnius University, with a strong background in Agile methodologies and cross-functional team collaboration. Seeking to enhance skills in agile management and explore new opportunities in project management.

**Education**  
Master's in International Project Management  
Vilnius University, [Expected Graduation Date]  
- Recipient of the Lithuanian State Scholarship for academic excellence.

**Professional Experience**  

**Project Coordinator**  
[Your Company Name], [Location]  
[Month, Year] – Present  
- Collaborate with self-managing and cross-functional developer teams, remotely and in-office, to ensure project success.
- Facilitate Scrum events, including sprint planning, daily stand-ups, and sprint retrospectives.
- Maintain project schedules and coordinate grooming sessions with Product Owners to prioritize and refine project backlogs.
- Ensure adherence to Agile/Scrum principles and practices throughout the project lifecycle.
- Oversee communication between the Product Owner and development team, including testers, to streamline information exchange.
- Actively listen to team suggestions for improvement and assist in meeting project deadlines, contributing to a doubling of project delivery speed since adopting Agile practices.
- Work on Fintech-related projects, including internal systems for sales teams and applications for online banking.

**Skills**  
- Proficient in Notion, Jira Atlassian, and Microsoft Project for tracking product development lifecycle.
- Experienced in all phases of project management, from idea generation and UX research to wireframing, QA, and debugging.
- Strong communication and collaboration skills, with a passion for working in dynamic start-up environments.

**Interests**  
- Enthusiastic about Agile management and continuous improvement in project delivery.  
- Eager to contribute to innovative projects and enhance team performance.  

Sincerely,  
Gulnar Abasova"
