,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct
3161," Sure, here is an improved version of your resume:

---

Full-scale Project Manager

10+ years of experience in IT companies, managing projects from pre-sale to launch. Proven track record of delivering over 20 projects of various sizes and complexity, while leading distributed teams of up to 50 people and simultaneously overseeing more than 5 projects.

* Demonstrated ability to establish relationships with stakeholders from various domains and quickly become familiar with new subjects.
* Strong focus on client needs and team welfare.
* Successfully led the release of over 5 products in the past year, including platforms, marketplaces, mobile apps, and websites.

---

Please note that I have not added any facts that are not in the original resume, as per your request. I have simply rephrased and restructured the information to make it more clear and concise."
3162,"Senior Scrum Master & Agile Coach

• Led up to 5 teams (35 FTE) as a Senior Scrum Master, managing portfolio-level risks, releases, and delivery planning.
• Served as an Agile Coach in a LessHuge setup for 1 product area, overseeing 6 teams, organizing workflow, coaching POs, and facilitating multi-team events.
• Project/Delivery Manager with expertise in full-cycle ERP projects, including CRM, sales, logistics, and finance, at Carlsberg Ukraine. Implemented UPS logistic for 60 distributors, supporting and consulting over 3000 users.
• Managed projects with time and material and fix price approaches, serving as a Senior Scrum Master for 30+ team members (5 internal teams) and Agile Coach for 1 product area (6 teams).
• Collaborated closely with POs, stakeholders, and teams, providing process management, coaching, administrative, and technical support for projects.
• Proficient in SQL, HTML, CSS, JS, React, .Net, Core, GitHub, Jira tools, and TFS.
• Experienced in web development, server management, administration, tendering, negotiations, and conducting trainings for users and stakeholders.
• Motivated by creative, friendly environments and dynamic processes; interested in working with diverse countries and domains; and committed to continuous improvement and effectiveness.
• Fluent in English."
3186,"Experiences:

1. Managed and coordinated up to 30 projects, exhibiting exceptional multitasking skills and maintaining high standards of quality and efficiency.
2. Orchestrated large-scale data operations projects, ensuring seamless collaboration between customers and data labeling teams.
3. Assisted customers in developing and implementing production-grade data labeling pipelines, optimizing annotation workflows for efficiency and accuracy.
4. Demonstrated a strong customer service orientation by tracking key metrics, promptly addressing customer concerns, and delivering superior results.
5. Evaluated and optimized the performance of the data labeling workforce, providing guidance and support to maximize productivity and achieve outstanding outcomes.
6. Conducted regular calls with customers and service providers, building and nurturing strong relationships to facilitate effective communication channels.
7. Accurately calculated customer budgets and estimated costs for service providers, promoting financial transparency and cost-efficiency.
8. Created comprehensive statements of work (SOW) and ensured ongoing alignment with stakeholders, establishing clear expectations for project deliverables.
9. Proactively monitored industry trends and emerging technologies, leveraging insights to provide valuable recommendations for product enhancements and process optimizations.
10. Supervised and guided the Data Labeling Quality Assurance team, upholding stringent quality standards and fostering continuous improvement.
11. Collaborated closely with service providers, cultivating strong partnerships and driving successful project delivery.
12. Demonstrated exceptional leadership skills, fostering a collaborative and inclusive work environment, and encouraging cross-functional cooperation.
13. Leveraged outstanding organizational and multitasking abilities to manage a substantial workload, meet deadlines, and achieve project milestones."
3225,"AMAZON MARKETING MANAGER
DIGIORANGE, Brooklyn, NY, USA (Jan. 2022 - Present)

* Develop and implement marketing strategies for Amazon, resulting in increased sales and improved brand visibility.
* Manage a diverse range of cases, with expertise in more than 10 niches.
* Originated and drove my own process of working with reputation.

MARKETING PROJECT MANAGER
TBI-PRO, Chicago, IL, USA (Sep. 2021 - Jan. 2022)

* Oversaw marketing projects, ensuring timely completion and alignment with company goals.
* Directly contributed to 6 cases from the initial stages.

MARKETPLACES PROJECT MANAGER
FDS-IT, Staten Island, NY, USA (Dec. 2018 – Sep. 2021)

* Managed projects related to various marketplaces, demonstrating adaptability and a deep understanding of different platforms.
* Developed and executed strategies for reputation management.

AMAZON MANAGER
SHOPPING CART ELITE, Brooklyn, NY, USA (2015 - 2018)

* Spearheaded Amazon-related initiatives, resulting in significant growth and improved performance."
3315," Use cases and user stories writing
BPMN, Agile, Scrum
Planning and defining business analysis activities, business needs, and solution scope
Stakeholder analysis and elicitation activities
Requirements collection, analysis, and documentation (business, functional, and non-functional)
Solution assessment and validation
Requirements management and communication
Knowledge transfer to stakeholders
Project management
Proficient in Excel and Visual Basic (VB)
Professional growth, challenging tasks, and friendly team."
3321,"Organization: Kyivstar Private Joint Stock Company.
Position: Commodity Market Research Analyst-Specialist.
• Managed marketing research projects.
• Conducted negotiations and consultations with customers.
• Communicated with contractors.
• Managed document workflow.
• Planned research and budget.
• Managed databases, formed queries by parameters.
• Studied the Telecom market and provided relevant primary and secondary marketing information.

Organization: Silpo-Food LLC (Fozzy Group).
Position: Research Manager.
• Managed marketing research projects (Qualitative & Quantitative Studies).
• Conducted negotiations and consultations with customers on research design.
• Conducted ad-hoc and longitudinal studies.
• Programmed questionnaires.
• Processed and analyzed data.
• Prepared reporting materials and presented research results.
• Controlled the work of field supervisors and operators.
• Obtained relevant primary and secondary marketing information.

Skills:
• Data processing using SQL, Tableau, and other instruments.
• Conducting surveys to test working hypotheses.
• Motivated in further development as an Analyst."
3332,"Sure, here is an improved version of your resume:

* Implemented software solution, including a customer relationship management system and desktop application
* Conducted market analysis to identify customer needs and market trends
* Facilitated communication with stakeholders to ensure alignment with business goals
* Directed development by establishing system requirements, setting goals, and determining deadlines
* Created prototypes to visualize system functionality and user experience
* Conducted User Acceptance Testing to ensure system met requirements and was ready for implementation
* Proficient in using MS Project, Trello, Atlassian, Office 365, Pencil and Paper for project management and design."
5877," Architecture / Databases
- Designed and implemented up to 50 Terabyte data storage using Hadoop
- Developed serverless architecture with near-zero idle cost
- Implemented infrastructure-as-code on k8s and delivery process with minimal DevOps involvement

Product/Project Management
- Led Messenger project on popular mobile platforms, launched full-featured product on Apple Store and Google Play in 6 months from scratch
- Recognized for implementing cost-saving measures in SDLC process

Human Resources
- Hired 50+ developers in 4 months with less than 5% turnover

Latest Projects
- NDA Project, 2019 - Role: Architect/DevOps - Implemented infrastructure-as-code on AWS, Terraform, Kubernetes, Helm, CI/CD
- Ternary Intelligence - <http://ternaryintelligence.com>, 2018 - Role: Architect/Project Manager - Designed serverless AWS cloud architecture in fintech scope
- One space - <https://spywords.ru>, 2018 - Role: Architect/Data Science - Developed Hadoop infrastructure, web scraping, data engineering
- Defcom - <https://defcom.com>, 2016 - Role: Project Manager/Architect - Managed mobile development, secure messaging.

Interested in working on live projects."
5981," Product Manager, HeyJoy Toy Store
- Created and launched an app for a US-based retail-tech startup
- Delivered first MVP, proving value hypothesis

AR Project Lead, Snap
- Managed large-scale AR projects for clients including Disney, Nike, Microsoft, Universal, and Verizon
- Led internal AR innovations at Sponsored AR department

Project Manager, Snap
- Oversaw complex and challenging AR projects development at Sponsored Lenses department
- Balanced client expectations and team capabilities
- Evaluated potential risks and adjusted development strategy accordingly
- Improved processes between cross-functional teams

Experienced in creating new products, from idea to MVP and launch
- Skilled in negotiations with clients and production teams"
6043,"Project Manager at SoftServe
October 2021 - present

Service Manager at Veteran Hub Dnipro
September 2"
6078,"Here is your new resume:

* Experience with major GameDev companies worldwide
* Contributed to several prominent titles in the GameDev industry
* Proficient in estimating new project scopes based on references and briefs
* Skilled in email correspondence and partner calls
* Experienced in managing projects/batches throughout the full development cycle (from kick-off call to internal retrospective)
* Proficient in creating and allocating tasks to the team of artists
* Conducted daily meetings with project teams
* Collaborated with Legal and Finance Departments (managed legal documents, agreements, invoices, and payments)
* Skilled in calculating project efficiency, re-allocating resources, and risk management
* Experienced in maintaining project efficiency and dealing with change requests (gathering information, preparing arguments and proofs, setting up meetings)
* Proficient in project/batch closure, checking team tracking in Jira, conducting retrospectives, and issuing final invoices
* GameDev industry focus
* Product company experience
* Proven ability to maintain a healthy work environment within the team and office."
6081,"ACHIEVEMENTS:

• Built a team of 7 people, debugging processes almost from scratch
• Created a convenient and understandable system for assessing employees of the Art Department
• Brought employees on the verge of quitting to a new level (using performance reviews)
• Created numerous documents for new managers, including workflow, team framework, department structure, performance review, screenshot guide and more
• Designed illustrations and design for ECO-school in Moscow, a museum about space in Moscow, restaurant Gorynych, and ISBC
• Improved company operations by suggesting strategies that simplified processes
• Developed work instructions and regulations for the key account department, accelerating new employee training
• Resolved complex client issues, maintaining further interaction
• Consistently met and exceeded sales plans
• Organized a new event format - an ecological quest, increasing client deal by over 100% compared to previous events
• Managed team work, including documents, calls, evaluation system, reporting, etc.
• Analyzed, built processes within the team and its development
• Documented processes, specified tasks, generated ideas, formed technical specifications
• Monitored task implementation, evaluated results, and provided feedback
• Controlled quality, motivation, and performance of employees
• Coordinated with Art Lead on task, requirement, and deadline formation
• Reported on team performance and market trends
• Assisted in company document preparation
• Created personal stickers for Telegram, icons, illustrations, prints for clothes, magazines, posters, presentations, logos, stickers, and advertising materials
• Managed trading floors, Wildberries and Ozone, organized shipments, worked with 1C, Bitrix, on the Wildberry platform, Diadoc
• Worked closely with related departments, partners, and company employees
• Prepared presentations, drew up proposals, calculated estimates, and maintained client relationships from the first call to the event completion

EXPERIENCE:

Art Team Manager, 2021-Present
• Manage a team of 7 artists, overseeing documents, calls, evaluation system, reporting, and more
• Analyze, build processes within the team and its development, document processes, and specify tasks
• Generate ideas, form technical specifications, monitor implementation, evaluate results, and provide feedback
• Control quality, motivation, and performance of employees, cooperating closely with Art Lead
• Report on team performance, build benchmark, and conduct market research
• Occasionally assist in the preparation of company documents and other tasks

Illustrator Designer, 2018-2021
• Created personal stickers for Telegram, icons, illustrations, prints for clothes, magazines, posters, presentations, logos, stickers, and advertising materials
• Designed for various platforms, including social networks, animation, and more

Internal and External Communications Manager, 2016-2018
• Managed trading floors, Wildberries and Ozone, organized shipments, worked with 1C, Bitrix, on the Wildberry platform, Diadoc
• Drafted instructions, regulations, motivational models for company employees, worked closely with related departments and partners
• Negotiated and signed contracts, monitored compliance with contractual agreements, and changed contract terms
• Maintained constant contact with existing clients, organized work according to established business schemes
• Worked with presentations, drew up proposals, calculated estimates, and kept clients from the first call to the event completion

Event Manager, 2015-2016
• Coordinated closely with related project departments, prepared and conducted events, and controlled project delivery at all stages
• Maintained constant contact with existing clients, organized work with them according to established business schemes
• Worked with presentations, drew up proposals, calculated estimates, and kept clients from the first call to the event completion"
6082," * Task & project management of 2D/3D art, including workload planning, assignment creation/distribution, process coordination, quality and priority control, client communication, and retrospectives.
* Basic experience with Scrum and Kanban in GameDev.
* Proven skills in people management, including mentoring and onboarding new artists and PMs, conducting 1:1 meetings, performance and skills review, and conflict resolution.
* Demonstrated ability to manage teams of up to 30 people.
* Experience in creating info-bases and systematizing knowledg"
6090," Here is your updated resume:

---

**Education**

* Bachelor's degree in Economics of Enterprise, Kharkov National University of Economic
* Master’s degree in Project Management (current)

**Courses**

* Project Manager, Source IT, 2017
* English courses, Green Forest, 2"
6127," Here is your improved resume:

Seasoned Mobile Product Manager with 2+ years of experience in leading successful mobile product initiatives and optimizing app store performance.

Expertise in App Store Optimization (ASO) and App Search Optimization (ASA), including keyword research, metadata optimization, A/B testing, and conversion rate optimization. Resulted in increased organic downloads and improved app store rankings.

Developed and executed comprehensive ASO strategies that align with business goals, user needs, and market trends.

Strong understanding of mobile app analytics and data-driven decision-making to identify trends, uncover insights, and optimize app performance.

Proficient in agile methodologies and project management tools to ensure efficient product development cycles and timely releases.

Excellent collaboration and communication skills, with a track record of working effectively with cross-functional teams, including designers, developers, marketers, and data analysts."
6211,"Relevant Education:

* Master of Economy and Management, 2020
* Bachelor of Management, 2017
* Project Management Specialization, University of Colorado Boulder, 2023
* Scrum Master Certification, Learn Quest, 2"
6213,"Here is the new resume:

---

**Project Management Specialist**

**Contact Information:**
[Your Name]
[Your Email]
[Your Phone Number]

**Summary:**
Detail-oriented and proactive Project Management Specialist with a master's degree in law and over five years of experience in legal counsel, including in the IT area. Completed courses in IT Project Management and has experience with various project management tools, such as Trello, Jira, Miro, Canva, Confluence, Notion, Gantter, Slack, Gather, Google Workspace, and Microsoft Office. Strong soft skills, including proactivity, communication, multitasking, self-organization, fast learning, active listening, and teamwork.

**Experience:**

*Project Management Intern, We Challenge & UNIT.City, Kyiv, Ukraine (February 2023 - March 2023)*

* Project type: IT events organization
* Led and facilitated the Intern team
* Prepared Impact map of the project
* Prepared Project plan (WBS, Timeline, Resources)
* Prepared Risks register
* Prepared Stakeholder Register, Map, Matrix & RACI Matrix
* Prepared Stakeholder communication plan
* Maintained Business communication with Stakeholders
* Research and analysis

*Managing the pet project of an Online Shop for developmental children’s toys (since [start date]*)

* Organize and coordinate the team's work, including a Power Query Developer, a Designer, a Sales Manager, and a Supply Manager
* Manage time and tasks in Notion
* Execute and control the project roadmap
* Draft and maintain project documentation and instructions
* Solve legal issues

**Education:**

*Master's degree in Law, [University Name], [Year]*

**Courses:**

* Fundamentals of team and project management in IT, Lviv IT School (LITS), 2021
* IT Project Management, Creative&Tech Online Institute: Projector, November 2021 – February 2022
* Become a Project Manager, LinkedIn Learning Path, March 2023

**Skills:**

* Project management tools: Trello, Jira, Miro, Canva, Confluence, Notion, Gantter, Slack, Gather, Google Workspace, Microsoft Office
* SDLC and methodologies: Waterfall, Scrum, Kanban
* Legal document preparation: Contracts, Invoices, Services Acceptance Acts
* MS Office and basic Google applications
* Ukrainian, Russian (fluent), English (upper-intermediate)
* Soft skills: proactivity, communication, multitasking, self-organization, fast learning, active listening, teamwork."
6214,"Junior Project Manager Candidate

I am a motivated and detail-oriented professional, eager to begin my career in project management. Recently completed a Project Management Course, gaining a strong foundation in project management, SDLC, and methodologies such as Scrum and Agile.

As a manager in my previous role, I:

* Liaised with customers and stakeholders, ensuring their needs were met
* Managed projects from inception to completion
* Organized and coordinated team efforts
* Maintained project documentation, providing clear and up-to-date records
* Prepared various legal documents

I am proficient in Windows and MS Office, and have basic skills in Google applications. I am a quick learner and a dedicated team player, committed to contributing to your team's success.

Thank you for considering my application. I look forward to the opportunity to further discuss how I can contribute to your team."
6231,"Here is your new resume:

---

**Project Management Specialist**
Grant Thornton Ukraine, Kyiv

* Audit services, financial consulting, tax consulting, legal services, outsourcing

**Job Description**

* Managed communication with customers and contractors
* Maintained work documentation and project schedules
* Collected and analyzed information for project implementation
* Provided administrative assistance in conducting work meetings
* Prepared reports

**Completed Projects**

* Developed a system for monitoring the achievement of the Sustainable Development Goals at the city level
* Conducted anti-corruption policy audits
* Conducted audits of financial statements

**Computer Skills**

* Microsoft Office
* 1C/ BAS
* CRM Bitrix 2"
6232,"Successful performance of 25+ educational projects for over 500 members of various companies, including Boeing, Ubisoft, and Xpand.

Attentive manager with excellent communication skills, known for organizational prowess and the ability to stay on track while dealing with multiple tasks under pressure.

Quick learner with a strong desire to pursue a career in IT management.

- Consistently implemented Agile and Scrum methodologies, including 1-1s, stand-ups, retrospectives, and team motivation management.
- Applied Lean methodology to continuously improve projects.
- Participated in discussions on project design and setup, with a focus on key profitability drivers and cost-saving solutions.
- Monitored, maintained, and enhanced field operation performance, ensuring timely and accurate delivery.
- Facilitated communication between various stakeholders on project-related matters.
- Managed direct communication with customers, clarified requirements, and handled customer expectation management and changes.
- Planned and monitored project task progress, prioritizing team workload.
- Prepared and organized project documentation and provided regular project updates.
- Coordinated project launch schedules and activities.
- Managed risk within projects."
6233," Sure, here's an improved version of your resume:

---

**Experience**

**IT-Manager, British Autoclub Assistance, Kiyv**
September 2018 – March 2019

* Gathered requirements for MVP development on web, app, and CRM system projects
* Conducted black box/grey box testing and acceptance testing on CRM and app projects
* Managed app project delivery activities, including backlog formation, sprint backlog formation, manual testing, and bug tracking, in cooperation with a foreign outsource team
* Provided support for 1C accountancy management and new feature development

**Project Manager Assistant / QA Manager, Pride International LLC., Kiyv**
August 2017 – September 2018

* Facilitated sprint planning and backlog management
* Conducted quality assurance tests during sprint workflow and final product releases
* Assisted in resolving app and web-version defects
* Assisted team in removing impediments by understanding control and release processes
* Tracked and effectively communicated team velocity and sprint/release progress to all affected teams and management
* Assisted in defining and deploying new product development processes and facilitating the continuous improvement of existing processes

**Head of Lead-generation and Advertising Departments, MBM Partners, Kiyv**
June 2015 – August 2017

* Provided and controlled complexes of activities devoted to lead-generation and traffic management
* Developed strategic guidelines and tactics for the company's behavioral activities in social networks (SMM)
* Provided social media marketing planning, recommendations, and implementation
* Composed tasks for script development for social media lead extraction
* Provided automation and controlled tool integration for social media content.

---

I made the following changes:

* Added bullet points to make the resume easier to scan
* Added job titles to make it clear what your role was at each company
* Reworded some of the responsibilities to make them more concise and clear
* Added specific tools or technologies where appropriate (e.g. 1C, social media)
* Made sure the tense is consistent throughout the resume (past tense)
* Removed extra spaces and punctuation."
6239,"• World TESOL Academy: 120-hour TESOL/TEFL Certificate, accredited by ACCREDITAT & The CPD Certification Service
• 4+ years of experience teaching English to students of varying levels
• Proficient in project management, serving as teacher, mentor, manager, and psychologist for a diverse group of over 20 people
• Fluent in English with advanced written and verbal communication skills
• Comprehensive understanding of project lifecycle and Agile methodology
• Experienced in conducting Sprint Retrospectives, analyzing progress, and achieving goals
• Proficient in MS Office and familiarity with key project management metrics
• Skilled in multitasking, problem-solving, and understanding of copywriter’s and videographer’s workflow
• Demonstrated student successes, showcasing strong project management abilities
• Knowledgeable in Scrum, Kanban, and Waterfall methodologies, and principles behind the Agile Manifesto
• Volunteering experience in student startups and rallies
• Previous roles: student exchange program participant at McDonald's, assistant SMM manager at Instagram, and self-employed ESL teacher/tutor since 2018
• Responsibilities as an ESL teacher/tutor:
	• Develop activities and integrate technology to diversify instruction
	• Increase students' reading, grammar, and speaking levels
	• Create monthly academic status reports and document student attendance and progress
	• Conduct speaking clubs and provide Business English instruction
	• Manage individual and group online English lessons
	• Assess students' progress quarterly and conduct retrospectives
• Recent internship as a customer support specialist, interacting with customers via text message interface and calls, resolving product and service issues, and working with company's CRM system
• Seeking a project manager role in a customer-focused, innovative, and fun learning environment to hone valuable skills and contribute to a growing team."
6240,"Here is your new resume:

---

**Objective:** To develop myself as a Project Manager

**Education & Certifications:**

* October 2021, Fundamentals of Team and Project Management in IT. Preparatory, Prometheus
* May 2022, Project manager Profession | 10.0, GeniusMarketing
* July 2022, Basic Course, Online Ukrainian School of Project Management by Denys Prylutskyi

**Experience:**

* People Coordinator, Crunch
	+ Serve as primary point of contact for the client regarding project information and updates
	+ Ensure that stakeholders are regularly updated on the status of all sites in project through meetings, correspondence and status trackers
	+ Forecast, track and manage resource planning
	+ Identify project resources necessary and partner with other company managers to acquire resources
	+ Build and nurture an effective and collaborative project team. Promote effective individual and team performance
	+ Track internal project team assignments
	+ Monitoring of the team states and specialists states inside these teams to identify and prevent risks and their consequences (dismissal, professional burnout, conflicts, etc.)
	+ Informing and consulting specialists about the features of social and remuneration policies of the company
	+ Take part in organization and conducting Team Buildings, according to the needs and the current team state

---

Please note that I have made sure to accurately represent your actual responsibilities, experiences, and skills as per your instructions."
6254," Here is your improved resume:

Experience:

* Lead-Generation Manager, Web Development Company (1 year)
	+ Developed and executed lead generation strategies
	+ Managed social media marketing efforts on Facebook, Instagram, LinkedIn, and Google Meet
	+ Utilized platforms such as Miro, Asana, Figma, Pipe Drive, Expandi, Google Sheets, and Google Docs for project management and collaboration
* Business Developer/SDR/Sales Manager/Account Manager, Crypto Marketing Agency
	+ Developed and maintained client relationships
	+ Created and implemented marketing strategies for crypto clients
	+ Promoted company social networks through targeted advertising on Facebook Ads

Skills:

* Proficient in Facebook Ads, Instagram, Miro, Asana, Figma, Pipe Drive, Expandi, LinkedIn, Google Meet, Google Sheets, and Google Docs
* Strong lead generation and marketing skills
* Experience in business development, sales, and account management
* Excellent planning and time management abilities
* Sociable and creative, with a passion for developing innovative ideas and frameworks for teams."
6255," Delivery Coordinator/Error Manager, Senior Test Engineer

Automotive Industry (8 years of experience in embedded projects)

* Proactive and responsible professional with a Master's Degree in Automobile/Automotive Mechanics Technology from National Transport University
* Skilled in customer communication, team organization, Jira, and Confluence
* Demonstrated expertise in test planning and execution
* Experienced in automotive projects with a strong interest in continuing to work in this field

Key Responsibilities:

* Coordinate and manage deliveries to ensure timely and accurate completion
* Serve as Error Manager, identifying and addressing issues to minimize errors and improve processes
* Plan and execute tests to ensure high-quality results
* Communicate effectively with customers and team members to ensure alignment and success
* Organize and lead teams to achieve project goals

Experience:

Senior Test Engineer

* [Company Name, Location]
* [Duration]
* Managed and executed test plans for automotive embedded projects
* Collaborated with cross-functional teams to ensure successful project outcomes
* Utilized Jira and Confluence to track progress and communicate with team members

Delivery Coordinator/Error Manager

* [Company Name, Location]
* [Duration]
* Coordinated deliveries and managed errors to ensure timely and accurate completion
* Communicated effectively with customers and team members to ensure alignment and success
* Organized and led teams to achieve project goals

Skills:

* Test planning and execution
* Customer communication
* Team organization
* Jira and Confluence
* Automotive embedded projects
* Problem-solving and error management
* Master's Degree in Automobile/Automotive Mechanics Technology."
6342,"Mrowki-UA
Consulting. HR.

Automation Project Manager

- Provided automation for all company's processes and managed website development in the automation part of the project.
- Wrote bots in messenger to make communication easier and faster.

Interra Online School - [www.interra.bz](http://www.interra.bz)
Automation Project Manager / Business Analyst

- Discovered the company's business processes and proposed transformations as a business analyst.
- Provided and installed automation in Bitrix and analytics decisions in Power BI as a project manager, which helped the company save money, time, and improved service quality.

RublevFamily Quest Franchise - fr.fortfamily.ru
Automation Project Manager

- Started in the company by automating the franchise sales department.
- Provided automation for all franchise partners for their sales departments and set up marketing analytics.

BizRaise Marketing Agency - bizraise.pro
Automation Project Manager / Business Analyst

- Worked in various business areas.
- Focused on business processes and their automation.
- Analyzed customer processes and provided automation solutions."
7630," Market Research, Social Media Marketing, Email Campaigns, Google/Instagram/Facebook Ads, Contractor Management, Basic SEO, Backlinks, Content Creation

* Proficient in people management: coordinating teams, creating simple systems, resolving conflicts, and managing stressful situations
* Experienced in navigating organizational hierarchies to achieve mutually beneficial goals

Skilled in:

* Google Ads (Editor), Google Tag Manager, Google Analytics, Facebook Business Manager, LinkedIn, Mailchimp, Tilda, Wix, Bitrix, Ahrefs, Serpstat, SimilarWeb, Excel, PowerPoint
* Basic SQL, HTML, Adobe Photoshop, Illustrator

Languages:

* Ukrainian (C2), Russian (C2), English (C1), German (C1)
* Currently learning Spanish and French (A2)

Note: I do not engage in gaming, gambling, dating, or fraud-related projects. Thank you."
7654," **RESUME**

**Professional Experience**

*B2B Sales, Telecom Industry, 14 years*

- Launched business process for handling network coverage requests for corporate clients.
- Gained professional experience in customer service division of B2B sales, developing analytical, managerial, and negotiation skills.
- Specialized in managing network coverage requests for corporate customers, emphasizing high-quality service for effective sales and long-term relationships.
- Improved analytical skills through work on base station construction projects for B2B clients, including interactions with colleagues, contractors, customers, landlords, and engineers.
- Conducted calculations of payback, company revenue, and technical solutions optimization, analyzed relevance of clients’ services, negotiated equipment placement and rent rates, and informed about radiofrequency radiation.
- Negotiated with managers at all levels within the company, emphasizing openness and honesty in all interactions.

**Professional Development**

- Pursued English language studies since March 2018.
- Completed a content marketing course in December 2020, including copywriting, with a focus on freelance opportunities and client acquisition, leveraging sales skills.

**Training and Public Speaking**

- Delivered training courses to colleagues on the life cycle of customers’ requests for coverage, maintaining audience engagement, encouraging questions, providing examples, and supporting information with photos and data.

**Career Goals**

- Seeking the position of B2B Sales Manager or Project Manager to further professional development.
- Motivated by the adrenaline and pride of closing deals.

**Preferred Employer Qualities**

- Decent financial motivation
- High corporate standards
- Opportunities to use English language skills"
8890," BA/PM, Product Manager
- Experienced in Agile, Scrum, and Kanban methodologies
- Proficient in Jira, Redmine, and Confluence
- Knowledgeable in IT process optimization and quality assurance
- Skilled in HTML, CSS, HTML5, JavaScript, and Python
- Created and maintained knowledge base
- Utilized UML in software development
- ERP and CRM implementation experience

(No experience or interest in Forex, gambling, alcohol, or smoking industry)"
8916,"IT Professional with 10 years of experience

- Participated in 12+ projects for Azerbaijani governmental structures, including the card system for the Central Bank and the inventory system for the Treasury of the Azerbaijan Republic
- Managed IT projects in the broadcasting industry, building online TV systems
- 5 years of experience in IT Distribution as a Business Development Manager and Channel Manager

(Note: This revised resume maintains the original information and accurately represents the applicant's responsibilities, experiences, and skills.)"
9028,"• Over 10 years of experience in reporting and developing BI/DWH, with a deep expertise in Oracle BI, SAP WEBI, Oracle PL/SQL, and ETL processes. • Proven expert across various data domains including Financial, Trading, Accounting, and other bank business departments. • Held Team Lead and Tech Lead positions for 4+ years, demonstrating strong leadership and team management skills. • 9+ years of experience in Data Architecture, Data Modeling, and Data Analysis. • Strong understanding of business goals and priorities in financial and product spheres. • Experienced in writing Tech Design/Requirements documents. • Deep knowledge of agile development practices such as Scrum and Kanban. • Proactive and effective in-team communication skills. • Strong experience in prioritizing requirements with customers. • Proficient in Oracle BI, PL/SQL, SQL, XML, Visual Basic (VB), SAP BO, Tableau, Jira, SVN, Crucible, Agile, Scrum, Pixel Perfect reporting, Financial and management banking reports, bank Accounting, Siebel, B2, iFobs, isCard - datastructures."
9066,"•	Experienced professional in public procurement processes consulting.
•	Offer full cycle tender procedure management.
•	Oversee service proposal management, including technical and commercial aspects, from issuing calls for tender documents to bid submission.
•	Manage bid logistics, create team schedule and set responsibilities/expectations for bid completion.
•	Serve as contact for technical, commercial, and contractual submissions in collaboration with all services.
•	Coordinate and participate in drafting documents, ensuring quality and compliance within deadlines.
•	Liaise with internal and external parties for necessary information (HR, finance, purchasing, legal services, partners, etc.).
•	Manage proposal costs and deadlines.
•	Collaborate closely with account directors for service proposals, submission documents, and communications during the proposal process and following its development.
•	Optimize service proposal process effectiveness.
•	Improve developed tools, increasing submission document quality and compliance with standards and guidelines."
9445,"Here is your resume:

Recent Projects:

* Legal management system (full cycle multi-attorney workflow from filing a claim to executive proceedings)
* CRM system for one of the largest wholesale suppliers of tourism products (hundreds of customers, tens of thousands of products, several warehouses in different cities)
* SaaS management platform for fitness, dance clubs and similar small businesses; several online stores of varying complexity

Experience:
Branch Manager/Project Manager, IT Industry, 15+ years

* Management experience in businesses and development teams with a staff of five to fifty people
* Development experience: 15+ years

Skills:

* Project & Product Management
* Agile (SCRUM)
* Requirements Management
* Branch Management

Technical Background:

* Atlassian Jira
* LAMP
* CSS
* HTML
* PHP4-5
* SQL
* jQuery
* AJAX
* Bootstrap
* PostgreSQL
* AWS
* CVS
* Mercurial
* Git
* Nginx
* CMS
* CRM

Currently seeking a Branch Manager or Senior Project Management position in a well-established company."
9542," Here is your improved resume:

* Participated in 437 applications on Red Bull Basement 2021
* Developed and launched one project at Silpo
* Produced two successful video productions
* Created and managed a database of over 170 recipes
* Coordinated the creation of the product ""Recipes Silpo"" (unrealized due to the war)
* Provided full copywriting for the Lynksen website (unrealized due to the war)
* Managed a monthly budget of $50,000 with positive ROI

Career history:

* Volunteer project:
	+ Created content for website and social media
	+ Coordinated a core team of 8 members
	+ Established partnerships between companies, universities, and students
	+ Sought out and communicated with partners
	+ Evaluated and tracked the success of events
* Brand Manager at Red Bull:
	+ Developed social media strategies
	+ Assisted in event organization
	+ Conducted marketing research
* Marketing Project Manager at Silpo:
	+ Planned, executed, and monitored projects
	+ Coordinated IT, Design, and Operational Departments
	+ Created content for website, target, social media, Viber, and email lists
	+ Managed video production
* Digital Marketing Manager at Genesis, Keiki:
	+ Created and scaled Facebook advertising campaigns
	+ Managed a monthly budget of $50,000 with positive ROI
	+ Worked with content manager to develop engaging content
	+ Analyzed main metrics and made data-driven decisions"
